code_identifiant;Date de début de l’information de sécurité;Date de fin de l’information de sécurité;information_de_sécurite
68363595;2012-07-24;2016-07-10;Stablon® (tianeptine) : modification des conditions de prescriptiion et de délivrance à partir du 3 septembre 2012
68378654;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68382713;2013-03-27;2017-03-27;Diabète de type 2 : nouvelles données sur le risque pancréatique chez les patients diabétiques traités par les incrétinomimétiques
68390553;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de l’ibuprofène utilisés à fortes doses
68406185;2013-03-27;2017-03-27;Diabète de type 2 : nouvelles données sur le risque pancréatique chez les patients diabétiques traités par les incrétinomimétiques
65304442;2013-12-16;2015-12-16;TEMODAL® et génériques : Toxicité hépatique sévère associée au témozolomide
65309788;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65310452;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
65316487;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
65410876;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65430708;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65516662;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65524730;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65539814;2015-02-17;2017-02-17;Bromocriptine : réévaluation du rapport bénéfice/risque dans l’inhibition de la lactation
65573720;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de l’ibuprofène utilisés à fortes doses
65576937;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65596021;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
65621357;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65627869;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65646289;2014-12-16;2015-12-16;Médicaments contenant de l’ambroxol ou de la bromhexine, médicaments contenant de l’ibuprofène utilisés à fortes doses,
65657232;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65708253;2014-10-15;2016-04-15;Iclusig (ponatinib), médicaments à base de testostérone, médicaments contenant du valproate et dérivés (divalproate de sodium / valpromide) : retour d’information sur le PRAC d’octobre 2014
65708253;2014-12-11;2016-06-11;Médicaments contenant du valproate et dérivés, de la testostérone, PSUR worksharing : retour sur la réunion de novembre 2014 du CMDh
65710806;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65718888;2014-12-17;2015-12-17;Mycophénolate mofétil (Cellcept) et Mycophénolate sodique (Myfortic): risques d'hypogammaglobulinémie et de bronchectasie
65763132;2013-09-20;2016-03-20;Les nouveaux anticoagulants oraux (Pradaxa, Xarelto, Eliquis) : Des médicaments sous surveillance renforcée
65773639;2011-12-05;2016-12-05;Biphosphonates et fractures atypiques du fémur
65797622;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65820487;2014-12-18;2016-12-18;Diane 35 et ses génériques: mise à disposition de documents pour minimiser le risque thromboembolique
65904024;2014-06-25;2016-06-25;Fentanyl Dispositifs Transdermiquestchs) : Risque d’exposition accidentelle pouvant mettre en jeu le pronostic vital
65908097;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65991463;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
66003132;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66028153;2012-11-08;2015-11-08;Restriction des indications des spécialités à base de trimétazidine (Vastarel® et génériques)
66067882;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66121700;2014-12-11;2016-06-11;Médicaments contenant du valproate et dérivés, de la testostérone, PSUR worksharing : retour sur la réunion de novembre 2014 du CMDh
69211843;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
69247412;2014-04-22;2016-10-22;Actualisation du rapport sur les anticoagulants en France : Etat des lieux en 2014 et recommandations de surveillance
69289176;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
69290844;2015-06-18;2017-06-18;Précautions d’utilisation des manomètres des bouteilles d’oxygène médicinal ou de KALINOX (MEOPA) à robinet manodétendeur intégré
69317280;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69320216;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
69324015;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
69354407;2013-02-25;2016-02-25;Allopurinol et risques de survenue d'atteintes cutanées graves : rappels des précautions d'emploi et des règles de bon usage
69422609;2013-10-02;2016-10-02;Ondansétron (Zophren® et génériques) et allongement dose-dépendant de l’intervalle QT : Mise à jour de l'information concernant la posologie de la forme pour administration intraveineuse (IV)
69467344;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69511004;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
69514324;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
69546674;2013-09-03;2017-09-03;Nouveau stylo injecteur de ViraferonPeg (Clearclick) : mise à disposition et recommandations pour une utilisation sécurisée
69570796;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69571250;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
69612188;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69639025;2012-01-04;2016-01-04;Retrait du marché le 10 janvier 2012 des spécialités contenant du méprobamate seul (voie orale) et de MEPRONIZINE, dont le rapport bénéfice/risque réévalué par l'Afssaps, est désormais considéré
69648202;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69684554;2014-07-15;2016-07-15;L’ANSM rappelle le risque d’entéropathies graves chez certains patients traités par l’olmésartan
69725606;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69742865;2014-10-13;2016-04-13;Médicaments contenant de la dompéridone : retour sur la réunion de septembre 2014 du CMDh
69846102;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69863169;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69890052;2014-09-10;2016-09-10;SIMULECT® (basiliximab) - Utilisation hors AMM dans la prévention du rejet du greffon après transplantation cardiaque : mise en garde
69895640;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69900322;2014-10-29;2016-10-29;Hormone de croissance synthétique (somatropine) : suivi de la tolérance à long terme de ces médicaments
69909645;2015-05-13;2016-05-13;Médicaments contenant de la testostérone : absence de confirmation de l'augmentation du risque cardiovasculaire
69928204;2011-12-05;2016-12-05;Biphosphonates et fractures atypiques du fémur
69985835;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69989602;2012-03-20;2016-03-20;Nicorandil et ulcérations graves
65284993;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
65285180;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65314109;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65319985;2013-02-18;2016-02-18;Traitement de l'anémie des hémodialysés par solutions de fer IV : l'ANSM rappelle la nécessité de respecter les schémas posologiques de l'AMM
65348481;2013-11-20;2015-11-20;MabThera® (rituximab) : dépistage du virus de l’hépatite B avant l’initiation d’un traitement par MabThera®
65368480;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65376662;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65384335;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
65391753;2014-10-30;2016-10-30;Risques liés à l’utilisation de l’oxycodone, antalgique opioïde de palier III
65515119;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
65522918;2013-09-13;2017-09-13;Risque de syndrome de l'iris hypotonique peropératoire (SIHP) associé à un traitement par rispéridone ou palipéridone chez les patients devant subir une chirurgie de la cataracte
65528472;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65539814;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de libuprofène utilisés à fortes doses : retour dinformation sur le PRAC de juin 2014
65576937;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65624264;2011-12-06;2016-08-06;Médicaments à base de dompéridone et sécurité d'emploi cardiovasculaire
65647786;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65727570;2015-08-18;2016-08-18;Gels de kétoprofène (Kétum®, génériques)- rappel du risque et des mesures visant à réduire le risque de photosensibilité
65751183;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62079905;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
62126536;2014-07-15;2016-07-15;Médicaments contenant de la bromocriptine, de la méthadone et de la povidone, de l’ivabradine , de la testostérone, du valproate (DEPAKOTE®, et ponatinib  de juillet 2014
62128302;2014-05-19;2016-04-20;Médicaments contenant de la dompéridone, du zolpidem ou de l’hydroxyzine : retour sur la réunion d’avril 2014 du CMDh
62128302;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
62188712;2013-12-16;2015-12-16;TEMODAL® et génériques : Toxicité hépatique sévère associée au témozolomide
62201138;2014-11-28;2016-11-28;Periolimel N4E / Olimel N7, N7E, N9 et N9E - Rappel des modalités de préparation et d'administration pour éviter les erreurs médicamenteuses
62267309;2012-03-20;2016-03-20;Onglyza (saxagliptine) : Risque de réaction d'hypersensibilité grave et de pancréatite aiguë
62269000;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62270942;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
62292928;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62301366;2014-02-20;2016-08-20;Réévaluation en cours des spécialités à base de dompéridone et rappel des recommandations
62318935;2012-01-26;2016-01-26;"Feuillet patient ""Ce qu'il faut savoir avant de commencer un traitement par isotrétinoïne orale"" "
62332372;2014-09-08;2016-09-08;Interférons bêta dans le traitement de la sclérose en plaques: risque de microangiopathie thrombotique et de syndrome néphrotique
62359782;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62364128;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
62376828;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62387714;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
62417552;2011-12-16;2016-06-16;Utilisation hors AMM de la dompéridone dans la stimulation de la lactation : mise en garde
62443426;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62481448;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62518793;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62582582;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62582924;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
62597926;2014-03-27;2016-07-15;L’ANSM rappelle le risque d’entéropathies graves chez certains patients traités par l’olmésartan
62597926;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62616878;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
62621779;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62672229;2013-07-30;2016-07-30;Recommandations du Comité des médicaments à usage humain (CHMP) relatives à l’utilisation du métoclopramide, du kétoconazole par voie orale et des incrétinomimétiques
62684103;2013-07-30;2016-07-30;Recommandations du Comité des médicaments à usage humain (CHMP) relatives à l’utilisation du métoclopramide, du kétoconazole par voie orale et des incrétinomimétiques
62706489;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
62716177;2012-06-12;2016-06-12;Minocycline : restriction d'utilisation en raison d'un risque de syndromes d'hypersensibilité graves et d'atteintes auto-immunes
62717293;2014-02-20;2016-08-20;Réévaluation en cours des spécialités à base de dompéridone et rappel des recommandations
62740694;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
62744746;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62781577;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
62793483;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
62813288;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
62834599;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
62840513;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62871220;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62946420;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
62975393;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
62984061;2015-05-13;2016-05-13;Médicaments contenant de la testostérone : absence de confirmation de l'augmentation du risque cardiovasculaire
62987851;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
62996512;2012-09-04;2016-09-04;Risque accru de cancers lors de l'utilisation au long cours de spécialités à base de calcitonine – nouvelles restrictions d'utilisation
63005402;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
63093669;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
63136857;2014-07-28;2016-07-28;Stresam® (étifoxine) : Modification de l’AMM : libellé d’indication, données de pharmacovigilance et de pharmacodynamie
63156404;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
63169405;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
63170578;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
63179463;2015-04-27;2016-04-27;Vaccins contre les infections invasives à méningocoques de sérogroupe C : fin de la période de tension d’approvisionnement
61516533;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
61547030;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
61557925;2014-11-26;2016-11-26;Usage détourné de médicaments antitussifs à base de dextrométhorphane chez les adolescents et les jeunes adultes
61578289;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
61589816;2012-10-01;2016-10-01;Pilules estroprogestatives et risque thrombotique
61591226;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
61637467;2014-12-11;2016-06-11;Médicaments contenant du valproate et dérivés, de la testostérone, PSUR worksharing : retour sur la réunion de novembre 2014 du CMDh
61675215;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
61695837;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
61705683;2014-05-19;2016-04-20;Médicaments contenant de la dompéridone, du zolpidem ou de l’hydroxyzine : retour sur la réunion d’avril 2014 du CMDh
61734749;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
61759243;2013-02-25;2016-02-25;Allopurinol et risques de survenue d'atteintes cutanées graves : rappels des précautions d'emploi et des règles de bon usage
61848560;2014-12-16;2015-12-16;Médicaments contenant de l’ambroxol ou de la bromhexine, médicaments contenant de l’ibuprofène utilisés à fortes doses,
61876289;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
61923511;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
61943097;2015-05-12;2016-05-12;Médicaments contenant de la codéine : le CMDh recommande de nouvelles contre-indications. Retour sur la réunion d’avril 2015 du CMDh
61958448;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
61968442;2014-10-29;2016-10-29;Hormone de croissance synthétique (somatropine) : suivi de la tolérance à long terme de ces médicaments
61985534;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62002638;2013-05-14;2016-05-14;MABTHERA (rituximab) - Risque de syndrome de Lyell et de syndrome de Stevens-Johnson
62003590;2014-12-18;2016-12-18;Diane 35 et ses génériques: mise à disposition de documents pour minimiser le risque thromboembolique
69573358;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69585360;2014-12-16;2015-12-16;Médicaments contenant de l’ambroxol ou de la bromhexine, médicaments contenant de l’ibuprofène utilisés à fortes doses,
69640700;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
69690774;2014-07-15;2016-07-15;Médicaments contenant de la bromocriptine, de la méthadone et de la povidone, de l’ivabradine , de la testostérone, du valproate (DEPAKOTE®, et ponatinib  de juillet 2014
69723181;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69742865;2014-02-20;2016-08-20;Réévaluation en cours des spécialités à base de dompéridone et rappel des recommandations
69758944;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69798262;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
69846102;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d’emploi et des règles de bon usage
69880873;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69916757;2011-12-06;2016-08-06;Médicaments à base de dompéridone et sécurité d'emploi cardiovasculaire
69939371;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69982223;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60016500;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60059081;2012-09-25;2016-03-25;Méthylphenidate - Rappel des conditions de prescription, de délivrance et de surveillance
60122628;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60176113;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
60265569;2012-01-26;2016-01-26;"Feuillet patient ""Ce qu'il faut savoir avant de commencer un traitement par isotrétinoïne orale"" "
60282789;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60323969;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
60329324;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
60359449;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
60372215;2014-03-04;2016-03-04;Spécialités à base de métoclopramide : actualisation des indications et de la posologie pour diminuer le risque (principalement neurologique) d’effets indésirables
60413509;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68486861;2011-12-06;2016-08-06;Médicaments à base de dompéridone et sécurité d'emploi cardiovasculaire
68512110;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68514385;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
68566407;2015-03-20;2016-03-20;Médicaments à base de codéine utilisés chez l’enfant dans le traitement de la toux, biphosphonate en intraveineux (IV) ou denosumab
68577186;2014-04-22;2016-10-22;Actualisation du rapport sur les anticoagulants en France : Etat des lieux en 2014 et recommandations de surveillance
68750784;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
68753339;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68762676;2014-10-15;2016-04-15;Iclusig (ponatinib), médicaments à base de testostérone, médicaments contenant du valproate et dérivés (divalproate de sodium / valpromide) : retour d’information sur le PRAC d’octobre 2014
68791546;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
68883382;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
68994137;2013-07-12;2016-07-12;Cas graves d'entéropathies associés avec l'olmésartan médoxomil
