code_identifiant;presentation7;libéllé;Statut administratif de la présentation;Etat de commercialisation de la présentation;Date de la déclaration de commercialisation;Code Identifiant de Présentation à 13 chiffres;Agrément aux collectivités;taux_remboursement;prix€;indications_remboursement;dec;Prix
60710275;3680610;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2005-03-05;3400936806108;oui;65 %;42;;08;42.08
60740076;3573104;Plaquette(s) thermoformée(s) pvc-aluminium de 90  comprimé(s);Présentation active;Déclaration de commercialisation;2002-10-21;3400935731043;oui;65 %;5;;93;5.93
60744612;5764268;12 flacon(s) en verre de 250 ml partiellement rempli à 125 ml;Présentation active;Déclaration d'arrêt de commercialisation;2014-01-03;3400957642686;non;;;;;
60747455;3722455;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2006-10-08;3400937224550;oui;65 %;15;;63;15.63
60748151;5609987;1 flacon(s) en verre de 1 gélule(s);Présentation active;Déclaration de commercialisation;1998-01-12;3400956099870;oui;;;;;
60754492;3971810;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-11;3400939718101;oui;65 %;8;;88;8.88
60791672;3729049;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2008-11-14;3400937290494;oui;65 %;24;;47;24.47
60803021;3188091;1 flacon(s) en verre de 90 g;Présentation active;Déclaration de commercialisation;1975-05-19;3400931880912;non;;;;;
60806188;4976353;Flacon(s) polyéthylène haute densité (pehd) de 7 gélule(s);Présentation active;Déclaration de commercialisation;2012-06-28;3400949763535;oui;65 %;2;;16;2.16
60806188;4976376;Flacon(s) polyéthylène haute densité (pehd) de 14 gélule(s);Présentation active;Déclaration de commercialisation;2012-03-07;3400949763764;oui;65 %;4;;22;4.22
66424640;3542948;Plaquette(s) thermoformée(s) pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2002-02-04;3400935429483;oui;65 %;85;;89;85.89
66428507;5584767;1 flacon(s) en verre de 10 ml;Présentation active;Déclaration de commercialisation;1995-05-19;3400955847670;oui;;;;;
66434780;3715395;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2007-04-24;3400937153959;oui;65 %;23;;56;23.56
66441419;5868803;60 ampoule(s) en verre de 2 ml;Présentation active;Déclaration de commercialisation;2015-12-02;3400958688034;oui;;;;;
66442955;3046221;10 ampoule(s) en verre brun de 2 ml;Présentation active;Déclaration de commercialisation;1949-01-19;3400930462218;non;;;;;
66443911;3415888;1 flacon(s) pulvérisateur(s) polypropylène de 15 ml avec embout nasal;Présentation active;Déclaration de commercialisation;1998-01-09;3400934158889;non;;;;;
66445638;3098040;1 flacon(s) compte-gouttes polyéthylène de 10  ml;Présentation active;Déclaration de commercialisation;1962-01-19;3400930980408;non;;;;;
66460615;3894995;20 sachet(s)-dose(s) papier aluminium polyéthylène de 10,2 g;Présentation active;Déclaration de commercialisation;2009-04-03;3400938949957;oui;30 %;2;;69;2.69
66489175;4950313;1 flacon(s) polyéthylène basse densité (pebd) de 3 ml (distributeur parallèle : mediwin limited);Présentation active;Déclaration de commercialisation;2011-07-29;3400949503131;non;65 %;19;;02;19.02
66509350;3636129;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-07-30;3400936361294;non;65 %;10;;61;10.61
66510694;2199282;Plaquette(s) thermoformée(s) pvc-aluminium polyamide aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-05-29;3400921992823;oui;65 %;7;;49;7.49
66523859;5626483;1 flacon(s) en verre de 2 g;Présentation active;Déclaration de commercialisation;2001-09-14;3400956264834;oui;;;;;
66534880;5769107;50 poche(s) polyoléfine suremballée(s)/surpochée(s) de 100 ml avec site de prélèvement avec site de perfusion;Présentation active;Déclaration de commercialisation;2010-05-07;3400957691073;oui;;;;;
66542998;2677534;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-02-21;3400926775346;oui;65 %;6;;;
66628949;3000455;1 ampoule(s) en verre brun de 2 ml;Présentation active;Déclaration de commercialisation;2015-08-21;3400930004555;oui;65 %;1;;04;1.04
66640556;3651991;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2005-05-19;3400936519916;oui;65 %;1;;85;1.85
66645553;3245268;1 ampoule(s) de 2 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-03-04;3400932452682;non;65 %;1;;78;1.78
66694073;4985211;Plaquette(s) thermoformée(s) pvc (aclar rx) polytrifluorochloroéthylène pvc-aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;2011-06-27;3400949852116;non;;;;;
66720454;3802639;6 ampoule(s) en verre brun de 5 ml;Présentation active;Déclaration de commercialisation;2007-07-11;3400938026399;oui;15 %;6;;67;6.67
66745607;3171481;1 flacon(s) en verre brun de 150 ml avec seringue(s) pour administration orale polyéthylène polystyrène;Présentation active;Déclaration de commercialisation;1975-04-19;3400931714811;oui;30 %;2;;63;2.63
66782153;3149889;Plaquette(s) thermoformée(s) pvc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;1972-10-19;3400931498896;oui;65 %;3;;12;3.12
69107862;3508035;1 seringue(s) préremplie(s) en verre de 0,5 ml;Présentation active;Déclaration de commercialisation;1999-06-17;3400935080356;oui;;;;;
69139187;2748004;Plaquette(s) pvc pvdc aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;2013-05-12;3400927480041;oui;100 %;29;;5;29.5
69143260;3650276;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-01-12;3400936502765;non;65 %;3;;28;3.28
69161760;3944813;5 flacon(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;2009-11-17;3400939448138;oui;;;;;
69165716;3611678;1 flacon(s) polyéthylène de 60  comprimé(s);Présentation active;Déclaration de commercialisation;2003-01-09;3400936116788;oui;65 %;6;;18;6.18
62854032;2793944;1 cartouche(s) en verre de 0,75 ml dans stylo pré-rempli avec aiguille(s) avec tampon(s) alcoolisé(s);Présentation active;Déclaration de commercialisation;2015-12-05;3400927939440;oui;100 %;137;;79;137.79
62866789;5769797;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2011-11-21;3400957697976;oui;;;;;
62871220;4982081;Plaquette(s) thermoformée(s) aluminium pvc pvdc de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2011-11-15;3400949820818;oui;65 %;19;;4;19.4
62872607;3950452;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2012-08-17;3400939504520;oui;65 %;16;;72;16.72
62891447;3491524;1 tube(s) aluminium de 10 g;Présentation active;Déclaration de commercialisation;2002-01-09;3400934915246;oui;15 %;6;;68;6.68
62893850;3895894;1 flacon(s) compte-gouttes polyéthylène basse densité (pebd) de 5 ml;Présentation active;Déclaration d'arrêt de commercialisation;2013-03-31;3400938958942;non;65 %;4;;49;4.49
62897959;3764548;Plaquette(s) thermoformée(s) aluminium pvc polyéthylène pvdc de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2009-11-13;3400937645485;oui;65 %;19;;4;19.4
62903853;5671489;10 ampoule(s) en verre brun de 5 ml;Présentation active;Déclaration de commercialisation;2008-03-17;3400956714896;oui;;;;;
62920265;3771235;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2009-03-06;3400937712354;oui;65 %;14;;21;14.21
62927128;3729641;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2006-02-12;3400937296410;non;65 %;19;;4;19.4
62943125;3954177;1 flacon(s) polyéthylène haute densité (pehd) de 28 gélule(s) avec fermeture à témoin d'effraction;Présentation active;Déclaration de commercialisation;2010-02-03;3400939541778;oui;65 %;8;;42;8.42
62947643;3637324;2 tube(s) polypropylène de 8 comprimé(s);Présentation active;Déclaration de commercialisation;2007-01-18;3400936373242;non;;;;;
62976723;3049478;2 plaquette(s) thermoformée(s) pvc-aluminium de 9  comprimé(s);Présentation active;Déclaration de commercialisation;1952-01-19;3400930494783;non;;;;;
62989667;3897522;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 10 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-03-26;3400938975222;oui;65 %;9;;94;9.94
63025141;2194729;1 flacon(s) polyéthylène haute densité (pehd) avec fermeture de sécurité enfant de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-08-30;3400921947298;oui;100 %;266;;81;266.81
63069892;5718601;10 poche(s) pvc de 50 ml;Présentation active;Déclaration de commercialisation;2008-01-17;3400957186012;oui;;;;;
63071085;2675268;3 plaquette(s) thermoformée(s) pvc pvdc aluminium de 21 comprimés jaunâtres + 7 comprimés rouges avec calendrier;Présentation active;Déclaration de commercialisation;2013-11-01;3400926752682;oui;65 %;4;;28;4.28
63071772;3939189;5 sachet(s) polytéréphtalate (pet) polyéthylène aluminium de 1 dispositif(s) avec système de récupération;Présentation active;Déclaration de commercialisation;2009-08-24;3400939391892;oui;65 %;44;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- Douleurs chroniques sévères d'origine cancéreuse. - JOURNAL OFFICIEL  - 15/03/98 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;13;44.13
63078350;2794702;1 seringue(s) préremplie(s) en verre de 20 ml avec dispositif(s) d'administration (raccord + cathéter sécurisé 22g);Présentation active;Déclaration de commercialisation;2015-04-02;3400927947025;oui;65 %;78;;04;78.04
63079915;3502653;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-09-21;3400935026538;non;;;;;
63085761;5675122;1 tube(s) aluminium verni de 30 g;Présentation active;Déclaration de commercialisation;2006-01-16;3400956751228;oui;;;;;
63085836;3608989;Plaquette(s) thermoformée(s) aluminium pvc de 28  comprimé(s);Présentation active;Déclaration de commercialisation;2003-07-24;3400936089891;oui;65 %;2;;73;2.73
63104628;3873355;1 flacon(s) polyéthylène haute densité (pehd) avec fermeture de sécurité enfant de 50 ml avec seringue(s) pour administration orale polyéthylène polystyrène avec gobelet(s) doseur(s) polypropylène;Présentation active;Déclaration de commercialisation;2008-11-12;3400938733556;oui;65 %;3;;97;3.97
63108338;3421699;2 seringue(s) préremplie(s) en verre de 0,45 ml;Présentation active;Déclaration de commercialisation;2008-10-23;3400934216992;oui;65 %;11;;07;11.07
63111850;3307727;Plaquette(s) thermoformée(s) pvc polyéthylène de 10  suppositoire(s);Présentation active;Déclaration de commercialisation;1990-03-19;3400933077273;non;;;;;
63121232;3542629;1 poche(s) pvc suremballée(s)/surpochée(s) de 500 ml;Présentation active;Déclaration de commercialisation;2001-04-27;3400935426291;oui;65 %;2;;14;2.14
63130758;4194604;3 flacon(s) compte-gouttes polyéthylène avec fermeture de sécurité de 2,5 ml;Présentation active;Déclaration de commercialisation;2012-01-19;3400941946042;oui;65 %;20;;04;20.04
63139718;3815607;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 56 comprimé(s);Présentation active;Déclaration de commercialisation;2008-12-08;3400938156072;oui;;;;;
63159891;3365156;1 flacon(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;1998-12-18;3400933651565;oui;65 %;1;;98;1.98
63177067;3939462;Plaquette(s) formée(s) à froid polyamide aluminium pvc de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-08-26;3400939394626;oui;65 %;6;;64;6.64
63235360;3758401;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-12-21;3400937584012;oui;65 %;5;;93;5.93
63264159;5824361;200 sachet(s) polytéréphtalate (pet) aluminium polyéthylène basse densité (pebd) de 5 g;Présentation active;Déclaration de commercialisation;2012-08-17;3400958243615;non;;;;;
63281105;2791448;30 récipient(s) unidose(s) polyéthylène basse densité (pebd) de 1 ml;Présentation active;Déclaration de commercialisation;2015-12-02;3400927914485;oui;65 %;9;;02;9.02
63281870;3814619;Plaquette(s) thermoformée(s) aluminium polyamide pvc de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2008-12-31;3400938146196;non;;;;;
63324001;4184729;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-10-27;3400941847295;oui;65 %;6;;64;6.64
63333712;3692665;Plaquette(s) pvc-aluminium pvdc de 100 gélule(s);Présentation active;Déclaration de commercialisation;2006-07-19;3400936926653;oui;;;;;
63355580;5525799;4 tube(s) aluminium de 60 g;Présentation active;Déclaration d'arrêt de commercialisation;2011-11-22;3400955257998;non;;;;;
63366057;4939091;Plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2012-09-05;3400949390915;oui;65 %;24;;47;24.47
63407479;3129527;1 flacon(s) polytéréphtalate (pet) de 500 ml;Présentation active;Déclaration de commercialisation;1972-01-19;3400931295273;non;;;;;
63418397;3645128;Plaquette(s) thermoformée(s) pvc-aluminium de 7 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2011-12-20;3400936451285;non;;;;;
63420868;3430161;Plaquette(s) pvc aluminium de 5 comprimé(s);Présentation active;Déclaration de commercialisation;1998-01-19;3400934301612;oui;;;;;
63426508;3209551;1 flacon(s) de 125  ml avec mesurette(s) graduée(s);Présentation active;Déclaration de commercialisation;1978-06-19;3400932095513;oui;15 %;2;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- myoclonie d'origine corticale - JOURNAL OFFICIEL  - 27/01/12 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;89;2.89
63426682;3381669;Plaquette(s) thermoformée(s) pvdc pvc-aluminium de 24  pastille(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-08-29;3400933816698;non;;;;;
63435884;5588788;10 plaquette(s) thermoformée(s) pvc-aluminium pvdc de 10 gélule(s);Présentation active;Déclaration de commercialisation;1997-03-19;3400955887881;oui;;;;;
63447580;5782266;1 flacon(s) en verre avec dispositif(s) de transfert bio-set - 1 seringue(s) préremplie(s) en verre de 5 ml avec nécessaire(s);Présentation active;Déclaration de commercialisation;2011-07-03;3400957822668;oui;;;;;
63450263;2174336;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-08-05;3400921743364;oui;65 %;8;;42;8.42
63476315;3683117;Plaquette(s) thermoformée(s) pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2006-10-30;3400936831179;oui;65 %;5;;76;5.76
63477164;3742274;10 récipient(s) unidose(s) polyéthylène basse densité (pebd) de 10 ml;Présentation active;Déclaration de commercialisation;2006-12-12;3400937422741;non;;;;;
63478704;3611129;10 ampoule(s) bouteille en verre de 2  ml;Présentation active;Déclaration de commercialisation;2006-02-14;3400936111295;oui;;;;;
63478704;3616210;10 ampoule(s) bouteille en verre de 20  ml;Présentation active;Déclaration de commercialisation;2006-03-03;3400936162105;oui;;;;;
63478704;5596374;12 flacon(s) en verre de 200 ml;Présentation active;Déclaration de commercialisation;1996-05-19;3400955963745;oui;;;;;
63478704;5646273;100 ampoule(s) bouteille en verre de 5  ml;Présentation active;Déclaration de commercialisation;2006-01-13;3400956462735;oui;;;;;
63479902;3638105;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2007-12-21;3400936381056;oui;65 %;10;;61;10.61
63480915;3689427;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-04-28;3400936894273;oui;15 %;3;;48;3.48
63489259;3322218;1 ampoule(s) brun en verre de 2 ml;Présentation active;Déclaration de commercialisation;1990-02-19;3400933222185;oui;65 %;1;;26;1.26
63500702;3735386;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-05-13;3400937353861;oui;65 %;7;;96;7.96
63564053;3479463;50 plaquette(s) thermoformée(s) pvc pvdc aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;1999-02-22;3400934794636;oui;;;;;
63576600;4174903;Plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-11-05;3400941749032;non;65 %;24;;47;24.47
63578537;2194735;Flacon(s) polyéthylène haute densité (pehd) avec fermeture de sécurité enfant de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2012-12-09;3400921947359;oui;100 %;753;;73;753.73
63593585;3921539;Plaquette(s) thermoformée(s) pvc polychlortrifluoroéthylène aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-01-03;3400939215396;oui;30 %;19;;68;19.68
61040696;3229683;1 flacon(s) compte-gouttes de 15  ml;Présentation active;Déclaration de commercialisation;1980-07-19;3400932296835;non;;;;;
61048216;3722219;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-05-19;3400937222198;oui;65 %;17;;45;17.45
61078992;3670586;50 ampoule(s) polypropylène de 10 ml;Présentation active;Déclaration de commercialisation;2006-02-03;3400936705869;oui;;;;;
61078992;3670617;20 ampoule(s) polypropylène de 20 ml;Présentation active;Déclaration de commercialisation;2006-01-03;3400936706170;oui;;;;;
61086505;4191698;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2011-11-14;3400941916984;oui;65 %;6;;64;6.64
61096983;3267100;1 flacon(s) en verre de 100 ml;Présentation active;Déclaration de commercialisation;1984-01-19;3400932671007;oui;15 %;4;;53;4.53
61096983;3284021;1 flacon(s) en verre de 30 ml;Présentation active;Déclaration de commercialisation;1988-12-19;3400932840212;oui;15 %;1;;76;1.76
61109509;3899981;3 plaquette(s) thermoformée(s) pvc-aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;2009-08-04;3400938999815;oui;65 %;4;;08;4.08
61117445;3563577;6 poche(s) - en pcce : poly(cyclohexylène dimethylène) cyclohexane dicarboxylate / tétraméthylglycol eva : éthylène vinyl acétate copolymère ep : époxydes - de 1,5 litre bicompartimenté(e)(s)/à 2 compartiments;Présentation active;Déclaration de commercialisation;2003-01-07;3400935635778;oui;65 %;34;;22;34.22
61119097;3927571;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2009-08-17;3400939275710;oui;30 %;4;;43;4.43
61120530;3469861;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-07-15;3400934698613;oui;65 %;6;;64;6.64
61120530;3469909;Plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-07-15;3400934699092;oui;65 %;19;;4;19.4
61139452;3729859;Plaquette(s) thermoformée(s) pvc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2009-05-26;3400937298599;oui;65 %;9;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Hypertension artérielle<br>- Insuffisance cardiaque congestive - JOURNAL OFFICIEL  - 23/08/08 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;94;9.94
61164092;5588334;50 récipient(s) unidose(s) polyéthylène de 100 ml;Présentation active;Déclaration d'arrêt de commercialisation;2014-02-13;3400955883340;oui;;;;;
60008845;3236387;1 flacon(s) en verre de 1000 ml;Présentation active;Déclaration de commercialisation;1964-05-19;3400932363872;oui;65 %;2;;76;2.76
60040572;5645084;1 flacon(s) en verre de 10  ml;Présentation active;Déclaration de commercialisation;1996-11-22;3400956450848;oui;;;;;
60111101;3867484;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 50 comprimé(s);Présentation active;Déclaration de commercialisation;2009-11-02;3400938674842;non;;;;;
60116810;2680915;3 pilulier(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2015-12-05;3400926809157;oui;65 %;19;;4;19.4
60130906;3964508;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2010-03-03;3400939645087;oui;65 %;6;;2;6.2
60144966;3286505;Plaquette(s) thermoformée(s) pvc-aluminium de 30  gélule(s);Présentation active;Déclaration de commercialisation;1988-04-19;3400932865055;oui;65 %;7;;11;7.11
60145580;3946829;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-09-13;3400939468297;oui;65 %;8;;42;8.42
60181562;3315371;Plaquette(s) thermoformée(s) pvc-aluminium de 20  gélule(s);Présentation active;Déclaration de commercialisation;1990-11-19;3400933153717;oui;30 %;2;;67;2.67
60187501;3907344;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;2012-12-24;3400939073446;oui;65 %;20;;56;20.56
60214350;3631899;Plaquette(s) thermoformée(s) aluminium pvc pvdc de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2007-09-18;3400936318991;oui;65 %;6;;2;6.2
60221786;4992317;Plaquette(s) thermoformée(s) transparente(s) pvc-aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;2012-07-25;3400949923175;oui;65 %;1;;4;1.4
60270712;4910101;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2012-09-24;3400949101016;oui;65 %;19;;4;19.4
60306813;5757854;1 flacon(s) en verre brun de 25 ml;Présentation active;Déclaration de commercialisation;2009-12-17;3400957578541;oui;;;;;
60329242;3551634;1 poche(s) pvc de 250 ml;Présentation active;Déclaration de commercialisation;2001-01-01;3400935516343;oui;;;;;
60329242;3551640;1 poche(s) pvc de 500 ml;Présentation active;Déclaration de commercialisation;2001-01-01;3400935516404;oui;;;;;
60342439;3578165;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2010-11-25;3400935781659;oui;65 %;14;;92;14.92
60371992;4163839;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2012-09-14;3400941638398;oui;65 %;7;;25;7.25
60382608;3425409;7 flacon(s) polyéthylène de 4,2 g avec canule;Présentation active;Déclaration de commercialisation;1998-03-19;3400934254093;oui;65 %;30;;45;30.45
60385522;2763624;1 seringue(s) préremplie(s) polycyclooléfine de 150 ml pour injecteur automatique avec nécessaire(s) d’administration avec 1 cathéter de sécurité à ailettes i.v. 20g;Présentation active;Déclaration de commercialisation;2015-02-24;3400927636240;oui;65 %;54;;03;54.03
60432840;3899751;Plaquette(s) thermoformée(s) aluminium pvc pvdc de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-10-27;3400938997514;non;65 %;18;;91;18.91
60447340;3008120;Plaquette(s) thermoformée(s) pvc-aluminium de 30  comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-05-01;3400930081204;non;;;;;
60453083;2203150;1 tube(s) aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2012-11-06;3400922031507;non;;;;;
60455586;3909478;Plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2009-03-11;3400939094786;oui;65 %;19;;4;19.4
60495132;3616173;1 flacon(s) en verre de 150 ml avec nécessaire d’administration (seringue (polypropylène) de 200 ml pour injecteur liebel & flarsheim (système angiomat) et cathéter iv (bd insyte autoguard));Présentation active;Déclaration de commercialisation;2004-09-08;3400936161733;oui;65 %;70;;79;70.79
65254854;4925367;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;2015-07-28;3400949253678;non;65 %;1;;4;1.4
65256289;3267092;1 tube(s) aluminium de 30 g;Présentation active;Déclaration de commercialisation;1984-03-19;3400932670925;oui;15 %;2;;28;2.28
65259207;2191228;Plaquette(s) thermoformée(s) polyamide aluminium pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2013-12-18;3400921912289;oui;65 %;19;;4;19.4
65278054;3605436;Plaquette(s) pvc polyéthylène pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-10-25;3400936054363;oui;65 %;5;;55;5.55
65278054;3607547;Plaquette(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2010-10-25;3400936075474;oui;65 %;15;;63;15.63
65319558;3727990;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-07-17;3400937279901;non;;;;;
65322636;3726364;Plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2006-12-04;3400937263641;oui;65 %;6;;64;6.64
65324797;5611659;Plaquette(s) thermoformée(s) polyamide pvc aluminium de 50 comprimé(s);Présentation active;Déclaration de commercialisation;2008-12-29;3400956116591;oui;;;;;
65357943;3730756;1 plaquette(s) thermoformée(s) pvc-aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;2007-08-30;3400937307567;oui;65 %;5;;3;5.3
65358326;3704925;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 84 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-01-09;3400937049252;non;65 %;22;;8;22.8
65375101;3773671;3 plaquette(s) thermoformée(s) pvc-aluminium de 21 comprimé(s);Présentation active;Déclaration de commercialisation;2007-03-08;3400937736718;non;;;;;
65395919;3643224;100 ampoule(s) bouteille en verre de 1 ml;Présentation active;Déclaration de commercialisation;2006-03-04;3400936432246;oui;;;;;
65441971;5547281;5 poche(s) pvc plastifié de 2000 ml avec embout(s) ls;Présentation active;Déclaration de commercialisation;1983-03-21;3400955472810;oui;;;;;
65451638;3597843;1 tube(s) métalloplastique de 7,5  g;Présentation active;Déclaration de commercialisation;2003-01-17;3400935978431;non;;;;;
65476933;5524363;10 flacon(s) en verre de 5 ml;Présentation active;Déclaration de commercialisation;1989-01-19;3400955243632;oui;;;;;
65497443;3719358;Plaquette(s) thermoformée(s) pvc-aluminium de 90 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2012-10-31;3400937193580;non;;;;;
65534009;5724671;1 flacon(s) en verre de 25 ml;Présentation active;Déclaration de commercialisation;2013-05-02;3400957246716;oui;;;;;
65558280;3842188;Plaquette(s) formée(s) à froid pvc-aluminium de 112 comprimé(s);Présentation active;Déclaration de commercialisation;2010-09-03;3400938421880;oui;65 %;103;;08;103.08
65562898;2227682;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;2012-11-29;3400922276823;oui;65 %;38;;78;38.78
65571737;2166147;1 plaquette(s) thermoformée(s) pvc-aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2012-12-12;3400921661477;oui;65 %;1;;14;1.14
